code,name
360,360/MM,Cotix
M00235,Concor,5MG(Bisoprolol,Hemifuarate),Tab
M00236,Concor,2.5M(Bisoprolol,Hemifuarate),Tab
M00237,Emhart,5mg/160mg(Amlodipine/valsartan),Tab
M00238,Amlo,5MG(Amlodopine,10mg),Tab
M00239,Amlo10MG(Amlodopine,10mg),Tab
M00240,Vidace-M,PLUS(VILDAGLIPTIN+METFORMIN50/1000MG),Tab
M00241,Getformin,1mg/500mg(Glimepiride+Metformin),Tab
M00242,Getformin2mg/500mg(Glimepiride+Metformin),Tab
M00243,Sitagliptin,50mg,Tab
M00244,Glucophage,XR,500MG(Metformin,+Hydrochloride),Tab
M00245,Glucophage,XR,750mg(Metformin,+Hydrochloride),Tab
M00246,Glucophage,500mg(Metformin,+Hydrochloride),Tab
M00247,Glucophage,850mg(Metformin,+Hydrochloride),Tab
M00248,Dapa,5Mg(Dapagliflozin,5mg),Tab
M00249,Dapa,Met,XR(Dapagliflozin,&metformin),Tab
M00250,Spermixeed(Combeind),Power
M00251,Sitaglumet,50/500mg(Sitagliptin+metformin),Tab
M00252,Kapril,25MG(Captopril,25mg),Tab
M00253,Coptopril,25mg,Tab
M00254,Capotin,25mg(Captopril,25mg),Tab
M00255,Loprin,75mg(Aspirin,75mg),Tab
M00256,Tiovair,18mcg(tiotropium,18mcg),Tab
M00258,Lipvas,20mg(Atorvastatin,20mg),Tab
M00259,A-ferin(Combeind),Tab
M00260,Mont-LC,10/5mg(Montelukast+Levocetirizine),Tab
M00261,Eziday,25mg(Losartan,potassium,25mg),Tab
M00262,Eziday,50mg(Losartan,potassium,50mg),Tab
M00263,Citriz,10mg(Cetirizine,10mg),Tab
M00264,Larinex,5mg(Desloratadine,5mg),Tab
M00265,Lipiget,10mg(Atorvastatin,10mg),Tab
M00266,Urinac,25mg(Bethanechol,25mg),Tab
M00267,Jovastatin-f,10/160mg(Atorvastatin+Fenofibrate),Tab
M00268,Dexamethasone,0,5mg,Tab
M00269,Bismol,265mg(Bismuth,Subsalicylate265),Tab
M00270,Brufen,600mg(Ibuprofen600mg),Tab
M00271,Ascard,75mg(Aspirin,75mg),
M00272,Realfenac(Diclofenac),25mg
M00273,Oil,Gominol,5%/Drop
M00274,Glycerince,Boric,5%,/Lotion
M00275,Glycerince,Soda,5%/Lotion
M00276,Metodine,DF,500/400mg(Metronidazole+Diloxanide),Tab
M00277,Entamizole(Diloxanide+Metronidazole),Tab
M00278,Xcept,15mg(Rivaroxaban,15mg),Tab
M00279,Xcept,20mg(Rivaroxaban,20mg),Tab
M00280,Danzen,DS,10mg(Serratiopeptidase,10mg),Tab
M00281,Metronidazole,250mg(Metronidazole,250mg),Tab
M00282,Imodium(Loperamide,2mg),Cop
M00284,Pepzym(Combeind),Tab
M00285,Zopent,40mg(Pantoprazole,40mg),Tab
M00286,Onset-8(Ondansetron,8mg),Tab
M00287,Ganaton,OD(Itopride,150mg),Tab
M00288,Stemetil(Prochlorperazine,5mg),Tab
M00289,Avil(Pheniramine,maleate,),Tab
M00290,Famoscot,20mg(Famotidine,20mg),Tab
M00291,Famoscot,40mg(Famotidine,40mg),Tab
M00292,Vermox,100mg(Mebendazole,100mg,),Tab
M00293,Laxoberon(Sodium,Picosulfate),Tab
M00294,Lasix(Furosemide,20mg),Tab
M00295,Leos(Levosulpiride,25mg),Tab
M00296,Dowsul,50mg(Levosulpiride,50mg),Tab
M00297,Ridon,10mg(Domperidone,10mg),Tab
M00298,Trichogin,500mg(Tinidazole,500mg),Tab
M00299,Metnizol,500mg(Metronidazole500mg),Tab
M00300,Delax,5mg(Bisacodyl,5mg),Tab
M00301,Lansor,30mg(Lansoprazole,30mg),Tab
M00302,Voniza,20mg(Vonoprazan,20mg),Tab
M00303,Gravinate(Dimenhydriate),Tab
M00304,Genopra,DR(Pantoprazole,40mg),Tab
M00305,Esoline-L,40/75mg(Esomeprazole+Levosulpiride),Cop
M00306,Colofac,135mg(Mebeverine,135mg),Tab
M00307,Esovic,40mg(Esomeprazole,40mg),Cop
M00308,Pridegex,50mg(Itopride,50mg),Tab
M00309,Zeespa,135mg(Mebeverine,135mg),Tab
M00310,Stomdex,30mg(Dexlansoprazole,30mg),Cop
M00311,Senex,forte(Secnidazole,1g),Tab
M00312,Lenzeu(Dexlansoprazole,60mg),Cop
M00313,Rebline-D(Rabeprazole+Domperidon),Cop
M00314,Biolac(Probiotics+Zinc),Powder
M00315,Benaquin(Chloroquine,Phosphate),Tab
M00316,Thyrox,(Throxine,100mcg),Tab
M00317,Ponstan,Forte(Mefenamic,acid),
M00318,Angised(Glyceryl,trinitrate),0.5,Tab
M00319,Thyrox,(Throxine,50mcg),Tab
M00320,Nen-mercazole(Carbimazole),5mg,Tab
M00321,Xaltide,HFA(Salbutamol+Beclometasone),Inhaler
M00322,Salbo,HFA(Salbutamol),Inhaler
M00323,Nitromint(Nitroglycerinn),2.6mg,Tan
M00324,Nimixa(Rifaximin),550mg,Tab
M00325,Cara(Leflunomide),20mg,Tab
M00326,No-spa(Drotaverine),40mg,Tab
M00327,Methimazole,5mg,Tab
M00328,Clenil(Beclomethasone),Vial
M00329,Prolex(Probiyotik),Powder
M00330,Atem(Ipratropium),Solution
M00331,Novidat(Ciprofloxacin),500mg,Tab
M00332,Termigen(Levofloxacin),250mg,Tab
M00333,Doxyspor(Doxycycline),100mg,Cap
M00334,FocinUltra,(Fosfomycin),3mg/,Sachet
M00335,No-Spa(Drotaverine),40mg,Inj
M00336,Nitrofurantoin,100mg,Tab
M00337,M-floxin(Moxifoxacin),400mg,Tab
M00338,Ecasil(Linezolid),600mg,Tab
M00339,Levomerc(Levofloxacin),500mg,Tab
M00340,Ospamox(Amoxicillin),1g,Tab
M00341,Zithrolide(Azitromycinn),250mg,Cap
M00342,Amoxi-Clav(Amoxicillin+Clavulanin,acid),Tab
M00343,Calamox(Co-amoxiclav),625mg,Tab
M00344,Cinrol(Ciprofloxacin),500mg,Tab
M00345,Zithrolide(Azitromycinn),500mg,Tab
M00346,Cinrol(Ciprofloxacin),250mg,Tab
M00347,Erythrocin(Erythromycin),500mg,Tab
M00348,Cefiget,(Cefixime),400mg,Cap
M00349,Cefiget,(Cefixime),200mg,Cap
M00350,Erythrocin(Erythromycin),250mg,Tab
M00351,Ciprocoast(Ciprofloxacin),500mg,Tab
M00352,Focin(Fosfomycin),500mg,Cap
M00353,Sarf(Ciprofloxacin),750mg,Tab
M00354,Lenwin(Cephradine),250mg,Tab
M00355,Lenwin(Cephradine),500mg,Tab
M00356,Sulpiride,500mg,Cap
M00357,Keflex(Cephalexin),500mg,Cap
M00358,Olaxcin(Ofloxacin),400mg,Tab
M00359,Claritek(Clarithromycin),250mg,Tab
M00360,Colimex(Dicyclomine+Simethicone),Drop
M00361,Babygesic(Acetaminophen),Drop
M00362,Panadol(Paracetamol),Drop
M00363,Cylip-P,Drop
M00364,Colorest,Drop
M00365,Coferb,Drop
M00366,Glybiotic,Drop
M00367,Colic,Drop
M00368,Ventolin(Salbutamol),Drop
M00369,Gravinate(Dimenhydriate),12.5mg/,Inj
M00370,Eargol,Drop
M00371,Rubifer,Drop
M00372,Nospay,Drop
M00373,Metsil(Simethicone),Drop
M00374,Vita-C(Ascorbic,acid),Drop
M00375,Rhino-Sone-P,Drop
M00376,Xynosine(Xylometazoline),Drop
M00377,Xynosine,child(Xylometazoline),Drop
M00378,Nilstat(Nystatin),Drop
M00379,Domlar(Domperidone),5mg,Drop
M00380,Gravinate(Dimenhydriate),Tab
M00381,Kidgro(Vitamin,A+D3),Drop
M00382,Ad-nex(VitaminA+D3),Drop
M00383,Quench(Silver),Cream
M00384,Lignocaine,Gel
M00385,Lingab(Pregabalin),75mg,Cap
M00386,Tramal,SR(Tramadol),100mg,Tab
M00387,ALP(Alprazolam),0.5mg,Tab
M00388,ALP(Alprazolam),0.25mg,Tab
M00389,Rivotril(Clonazepam),0.25,Tab
M00390,Rivotril(Clonazepam),2mg,Tab
M00391,Clonazepam,Subhan,1mg,Tab
M00392,Clonazepam,Subhan,2mg,Tab
M00393,Lexotonil(Bromoazepam),3mg,Tab
M00394,Hexidyl(Trihexyphenidyl),2mg,Tab
M00395,Gencate,Depot(Fluphenazine),25mg,Amp
M00396,Morphine(Morohinesulfate),10mg/ml,Amp
M00397,Tramal,(Tramadol),50mg,Tab
M00398,Promethazine(Prommethazinehydrochloride),Amp
M00399,Phenobarbital,200mg,Amp
M00400,Pentazocin,30mg,Amp
M00401,Kinz(Nalbuphin,HCL),10mg,Amp
M00402,Akinidic(Biperden),5mg,Amp
M00403,Valum(Diazpam),10mg/2ml,Amp
M00404,Pofol(Propofol),200mg/20ml,Amp
M00405,Kamin(Ketamine),50mg,Vial
M00406,Serenace(Haloperidol),5mg,Amp
M00407,Adenosinw(Adenosine),6mg/2ml,Amp
M00408,Pan,amin,G,Serum
M00409,Haemaccel(Polygeline),Serum
M00410,Cofcal,Tab
M00411,Multivitamins,EFF,Tab
M00412,Vit,C,Tab
M00413,ORS,Powder
M00414,Softovac,Powder
M00415,Protect(Mouth,wash),Solution
M00416,Daze,junior,Spray
M00417,Mecobal(Mecobalam),500mg,Amp
M00418,Cimetidine(Cetidine),Amp
M00419,Serlix(Lidocain),10%,Spray
M00420,Magnesium,500mg,Amp
M00421,Hyoscine,20mg,Amp
M00422,Streptomycin,1gr,Vail
M00423,Progesterone,50mg,Amp
M00424,Depo,Medrol(Methylprednisolone),40mg,Vail
M00425,Hydralazine,20mg,Amp
M00426,Betamethazone,4mg,Amp
M00427,Risek(Omeprazole),40mg,Vail
M00428,Risek(Omeprazole),20mg,Powder
M00429,Risek(Omeprazole),40mg,Powder
M00431,Jectosol(Iron+Vit,B12+Folicacid),Amp
M00432,Brufen,200mg
M00433,VitaminD3,600000,Amp
M00434,Vitamin,D3,200000,Cap
M00435,Maxna(Tranexamic,Acid),Amp
M00436,Lignocaine,Amp
M00437,Atropine,Amp
M00438,Adrinaline,Amp
M00439,Grasil(Amikacin),100mg,Amp
M00440,Grasil(Amikacin),500mg,Amp
M00441,Calcuim,Carbonate,Amp
M00442,Laxis(Furosemide),20mg,Amp
M00443,Bupicain(Bupivacain),Amp
M00444,Ketrolac,Amp
M00445,Vitamin,K,Amp
M00446,Oxytixcin,Amp
M00447,Naloxone,0.4,Amp
M00448,Lignocain,Vail
M00449,Lignocain+Adrenaline,Vail
M00450,Hydrocortizone,100mg,Vail
M00451,Hydrocortizone,250mg,Vail
M00452,Hepamerz,Amp
M00453,Capcidol(Topical,Analgesic),Cream
M00454,Bio-Calamin-D,Lotion
M00455,Curine(Naphazoline),Drops
M00456,Clycin-T(Clindamycin),Lotion
M00457,Somogel,Grams
M00458,Betagenic,Ointment
M00459,Maxolon(Metoclopramide),Tab
M00460,Liceguard(Permethrin),5%,Cream
M00461,Betnoesol-N,Drops
M00462,G.T.N,Ointment
M00463,Naprisol(Naphazoline),0.05%,Drops
M00464,Betamethasone-N,Oitment
M00465,Polyfax,Skin,Oitment
M00466,Ichtyol,10%,Pamthyol
M00467,Hadensa,Ointment
M00468,Maxolon(Metoclopramide),Inj
M00469,Xerovit(Vitamin,A),Ointment
M00470,Betnoesol-N,Eye,Ointment
M00471,Polyfax,Eye,Oitment
M00472,Suction,Connecting,Tube
M00473,Skilax(Sodium,Picosulfate),Drops
M00474,Prednisolone,Tab
M00475,Septran,DS(Co-trimoxazole),Tab
M00476,Biobrain,Drops
M00477,Sodium,Chloride,Drops
M00478,Rowatinex,Drops
M00479,Otosporin,Drops
M00480,Neuro-Bedoxine,Plus,Tab
M00481,Parol(Paractamol),500mg,Tab
M00482,Panadol(Paracetamol),500mg,Tab
M00483,Amoxicillin,500mg,Cap
M00484,Atoksilin(Amoxicillin),500mg,Cap
M00485,Neurobion(Vit,B1.B6.B12),Tab
M00486,Panadol,CF,Tab
M00487,Trisil,Plus,Tab
M00488,Supramycin(Doxycycline),100mg,Cap
M00489,Budifen(Ibuprofen),400mg,Tab
M00490,Buscopan,Plus,Tab
M00491,Metrozine(Metronidazole),200mg,Tab
M00492,Gauze,Swabs
M00493,IV.Cannula,24G
M00494,IV.Cannula,26G
M00495,IV.Cannula,18G
M00496,IV.Cannula,22G
M00497,Mix(Dextrose+Sodium,Chloride),500cc,Serum
M00498,Glucose(Dextrose),5%,1000cc,Serum
M00499,Glucose(Dextrose),5%,500cc,Serum
M00500,N/S,(Sodium,Chloride),1000cc,Serum
M00501,N/S,(Sodium,Chloride),500cc,Serum
M00502,N/S,(Sodium,Chloride),100cc,Serum
M00503,R/L(Ringer,Lactate),1000cc,Serum
M00504,R/L(Ringer,Lactate),500cc,Serum
M00505,Mix(Dextrose+Sodium,Chloride),1000cc,Serum
Mask,Mask/,B,and,bl
Mask,O,Mask,Oxygen,Adult
Max,Maxna/Tranexamic,acid,500mg,Cap
Maxf,Maxfresh/Tooth,Gel
Maxfl,Maxflow/Tamsulosin,0.4mg,Cap
Maxi,Maxicold-plus/Combined,Tab
Maxo,Maxolon(Metoclopramide),5mg,Syp
Me,Metodine,DF,Sus
Mecoba,Mecobalar-500(Mecobalamin),500mcg,Cap
Med,Medola/Talc
Medora,Medora,Perfumed,Talc
Mef,Meflox/Moxifloxacin,400mg,Tab
Melat,Melatonin,Natural,5mg,Tab
Melato,Melatonin,10mg,Tab
Melaton,Melatonin,5mg,Tab
Ment,Menthol,Crystal
Menth,Menthosil/,Cough,Lozenges
Met,Metodine/Combined,350/250mg,Tab
Metn,Metneon/Metronidazole,500mg,Tab
meto,Metonce,(Metoprolol),50mg
Metocl,Metoclopramide,10mg,Amp
Metol,Metolar,Metoprolol,5ml,Inj
Metr,Metroda/Metronidazol,400mg,Tab
Metro,Metroda/Metronidazol,500mg,Tab
Mg-,Mg-Vox/Magnesium,Glycinate,500mg,Tab
Mi,Mirtadil-7.5(Mirtazapine),7.5mg,Tab
Mic,Micronema/Combined,Losh
Mida,Midazolam,5mg,Amp
Min,Minpre/Pregabalin+methylcobalamin,Cap
Mind,Mind,peace-3(Melatonin),3mg,Tab
Minir,Minirin(Desmopressin),0.2mg,Tab
Mir,mirofen/Combine,Gel,30g
Mirab,Mirabet(Mirabegron),50mg,Tab
Mirta,Mirtaris-15(Mirtazapine),15mg,Tab
Mirtad,Mirtadil(Mirtazapine),30mg,Tab
Mirtadil,Mirtadil-15(Mirtazapine),15mg,Tab
Mis,MisarAm/Telmisartan+Amlodipine,5/80mg,Tab
Mit,Mitaz/,Mirtazapin,15mg,Tab
Mita,Mitaz/,Mirtazapin,30mg,Tab
Mix,Mixtard/,Insulin,30Hm,Vil
Modax,Modaxen(Naproxen),500mg,Tab
Modke,Modkem/Modafinil,200mg,Tab
Mof,Mofest/Moxifloxacin,400mg,Tab
Mol,Molox/Moxifloxacin,400mg,Tab
Mono,Monodoks/Doxycyline,100mg,Cap
Mor,Moringa/Combined,Tab
More,More,Biotic(Probiotic),Cap
mot,Motilium/Domperidone,10mg,Tab
Move,Move,Fast
Mox,Moxiget(Moxifloxacin),400mg,Tab
Moxin,Moxinof(Moxifloxacin),400mg,Tab
Moxv,Moxvid/Amoxycillin,250mg,Cap
Mul,Multi-Vitamin,Green,TAb
Mult,Multibionta/Multivitamin,INJ,10Ml
Myt,Myteka/Montelukast,Sach,4mg
N,Novamentin-625(Combined),625mg,Tab
nab,Neblizer,Mask,Baby
Napr,Naproxen,500mg
Napro,Naproxen/Iran,500mg,Tab
Nas,Nasvit-D3/Multivitamin,Combined
Naso,Nasocan/Xylometazoline,Drop
Nasoc,Nasocan/Xylometazoline,Drop
Nass,Nassa/,Miratzapin,15mg,Tab
Nassa,Nassa(Mirtazapine),30mg,Tab
Nasv,Nasvit-D3/Combind,Cap
nebu,Nebulizer,Mask,Lareg
Neo,Neo-Mercazole/Carbimazole,100mg,Tab
NEO-,NEO-RISP(Risperidone),2mg,Tab
Neoc,Neocard-ATN/Amlodipine&Atenolol,5/50mg,Tab
Neog,Neoglip/Metformin+Sitagliptin,50/500mg,Tab
Neol,Neolepra-F/Combined,6mg/25mg,Cap
Neole,Neolepra-F,Combined,3mg/25mg,Cap
Neonc,Neon/Cough,Syrup
Neur,Neuroka-Fast/Methylcobalamin,Amp,1500mcg
Nev,Nevakson/CeftriXONE,1G,Vil
Nex,Nexm/Esomeprazole,40mg,IV
Nexc,Nexcip(Ciprofloxacin),250mg,Sus
Next,Nextfor(Metformin),500mg,Tab
Ni,Nims(Nimesulide),100mg,Tab
Nimo,Nimosol/Nimesulide,100mg,Tab
Nimum,Nimumac,Cold/Combind,Tab
Nog,Nogerd,SR,/,Itopride,Tab,150mg
Norb,Norbac/Ceftriaxone,500mg,Vil
Nos,No-Spa/Drotaverine,40mg,Tab
Note,Notense(Mirtazapine),15mg,Tab
Nov,Novom/doxylamine/p/,Tab,10mg
NTB,Ntbec/Ciprofloxacin,200mg,Inf
Ntbe,Ntbec/Ciprofloxacin,500mg,Tab
Ntz,Ntzone(Nitazoxanide),500mg,Tab
Nuba,Nubaquel/Quetiapin,25mg,Tab
Nut,Nutri-C
Nyt,Nytrig/Fluphenazine&Nortriptyline,0.5/10mg,Tab
O,Olanzya-5(Olanzapine),5mg,Tab
Ocmin,Ocmin,50(Fluvoxamine),50mg,Tab
Ofl,Oflobid/Ofloxacin,200mg,Tab
Ol,Olanzya-2.5(Olanzapine),2.5mg,Tab
Ola,Olanzi/Olanzapin,10mg,Tab
Olanzi,Olanziris-5(Olanzapine),5mg,Tab
Ole,Olepra/Olanzapine,Tab,10mg
Olep,Olepra/Olanzapine,Tab,5mg
Ome,Omes-20/Omeprazole,20mg,Cap
omn,Omnidol/Paracetamol.caffein,500mg,Tab
Omz,Omzee,D,/Ompraz+Domper,20/10,Cap
Ond,Ondris-8/Ondansetron,8mg,Amp
orgi,Orgie/Tadalafil,20mg,Str
Orgie,Orgie,Plus/Tadalafil,20mg,Dapoxe,10mg,str
Orphe,Orphegesic(Orphenadrine+Paracetamol),50+650mg,Tab
ORS,Prolyte/ORS,200ml,jus
ORS,Nu,ORS,Nutri-C,Sol
Ost,Ostemen/vitk2,vit,D3,Cap
Osti,Ostir-UP/Memantine,Hydrochloride,10mg,Tab
Ovi,OVI-F/Clomiphene,50mg,Tab
Oxc,Oxcym,DR/Duloxetine,30mg,Cap
Oxysp,Oxyspas(Oxybutynin),5mg,Tab
Oxyt,oxytetracycline/Cap,250mg
P,Pacimol(Paracetamol),1g,Inf
pan,Panadol,Syp
Pana,Panadol,CF,/,Combind,Tab
Pant,Pantoline/Pantoprazole,Vil,40mg
Panta,Pantacoast/Pantoprazole,Vil,40mg
Panto,Pantonas,Plus/Pantoprazole+Domperidone,40mg,Cap
Pantom,Pantomac(Pantoprazole),40mg,Vail
par,paromax,paroxiten,20mg
Para,Paracoast/Paracetamol,Inf,1gr
parac,Paracetamol,300mg,Inj
parace,Paracetamol,600mg,Inj
paracet,Paracetamol,750mg,Inj
Param,Paramyl,Osteo(Paracetamol),665mg,Tab
Parax,Paraxyl,CR(Paroxtine),25mg,Tab
Parayl,C,Paraxyl,CR(Paroxetine),12.5mg,Tab
Pars,Parsazole/Metronidazole,500mg,Inf
parsa,Parsacip/Ciprofloxacin,200mg,INF
Parsac,Parsacip/Ciprofloxacin,400,INF
Pavo,Pavodin,10%
Ped,Pedrol,total/Paracetamol/chlorph,120mg,Syp
Pedif,Pedifen(Ibuprofen),100mg,Susp
Pen,Pentazocine/,30mg,Inj
Per,Perfect/Mouthwash,110ml,Sul
Pexet,Pexet(Naproxen),500mg,Tab
Pharm,Pharma,Dip(Amlodipine),10mg,Tab
Pharma,Pharma,Dip(Amlodipine),5mg,Tab
Pi,pirofen(Paracetamol),500mg,Tab
Pir,Piriton/Chlorpheniramine,4mg,Tab
Plast,Plaster,
pow,Powder,ORS
Power,Power-RIS(Sildenafil),100mg,Tab
Pra,Pracit/Venlafaxine,37.5mg,Tab
Praz,Prazol_D/Panto/Dompe,40mg/30,Cap
Pre,Prednisolone,20mg,Tab
Predn,Prednisolone,10mg,Tab
Prega,prega-M/Pregabalin+Methylcobalamin
Pregab,Pregabalin+Methylcobalamin,Cap
Pregz,Pregzin-P(Methylcobalamin+Pregabalin),Tab
Preq,Prequel(Quetiapine),25mg,Tab
Pri,Pridogen/Levosulpiride,50mg,Tab
Prol,prolexa/Escitalopram,20mg,Tab
Prolex,Prolex,plus,sachet
Prota,protae/paroxetine,20mg,Tab
Pul,Pulmonol/Combinde,syp
Pzol,Pzole,D,/Panto+Domper,Cap
Quin,Quinox(Ciprofloxacin),500mg,Tab
R,Relaxi(Olanzapine),10mg,Tab
R-Cin,R-Cin/Rifampicin,300mg,Cap
Rab,Rabesec-D,SR/Combined,Cap
Rabor,Raboreg40,DSR,Cap
Ram,Ramipace/Ramipril,2.5mg,Tab
Rash,Rashnil/Combined,Cream
RBC,RBC,(Iron,Sucrose),100mg,Inj
Real,Real-One(Ceftriaxone),1g,vial
Reb,Rebline-E/Rabeprazole,D,Cap,
REf,Refobacin/Getamicin,Inj,80mg
Refo,Refobacin/Gentamicin,Inj,40mg
Rel,Realcef/ceftriaxone,1g,Vil
Relex,Relexafe-200(Celecoxib),200mg,Cap
Repla,Replax(Risperidone),2mg,Tab
Replax,Replax(Risperidone),1mg,Tab
Rhi,Rhino,Gold,160/Sildenafil+dapox,100/60mg,tab
RHIN,Rhinogra,Forte/Sildenafil+Dapox,100/60mg,Tab
Rid,Ridon/Domperidone,5mg,SYP
Rif,Rifazed-Rifampicin,300mg,Cap
Rifa,Rifaxa(Rifaximin),550mg,Tab
Risp,Risp(Risperidone),1mg,Sol
Risper,Risperidone,2mg,Tab
Rit,Rithmo/Clarithromycin,250mg,Tab
Rivo,Rivotril/Clonazepam,0.5mg,Tab
Rivot,Rivotril(Clonazepam),2.5mg,Drops
Rom,Romega/OMG3,Cap,
Ron,Ronex/Cetirizine,10mg,Tab
Rot,Rotaflo
Rox,Roxib/Celecoxib,200mg,Cap
Roxx,Roxxi/Paroxetine,20mg,Tab
Roy,Royal/Petrolem,jelly
Roya,Royal/Shampoo
Ruxa,Ruxaclam(Amoxicillin+Clavulanate),625mg,Tab
S,Snomol,(Paracetamol),125mg,Susp
Saf,Safacid,cap,
Salbu,Salbutamol,Syrup
San,Sankol/Herbal,Drop
Sana,Sana,Flu/,Combinde,Syp
Sante,Santedyne,Toothpaste
Sem,Sematide/Semaglutide,0.25mg,INJ
Sen,Sensodyne/teeth,creem
Sens,Sensit(Flupentixol-Melitracen),0.5,10mg,tab
serc,serc/Betahhistine,16mg,tab
Sert,Sertaris,100(Sertraline),100mg,Tab
Si,Sitafor-M(Metformin,Sitagliptin),50,500,Tab
Sid,Sidoplus/Amlodipin&Atenolo,5/50,Tab
Sie,Siezta/Sildenafil,100mg,Str
Sign,Signapine/Olanzapine,10mg,Tab
Sin,Sinus,Pro/,Combinde,SYP,100Ml
Sit,Sitafor/Sitagliptin,50mg,Tab
Sita,Sitafor-M(Metformin,Sitagliptin),50,1000,Tab
Sitn,Sitnas(Sitagliptin),50mg,Tab
Snhag,Suhagra-50(Sildenafil),50mg,tab
Snob,Snobalin-75/Pregabalin,75mh,Tab
Snol,Snoloz(Lactulose),66.7g,Sol
Snom,Snomol,Ds/Paracetamol,250,MG,SYP
Sol,Solfy,Solifenacin/5mg,Tab
Solif,Solif(Solifenacin),10mg,Tab
Sor,Sorecare,Gel
Spas,Spas-Go(Drotaverine),40mg,Inj
Spe,Spermixeed/Sperm,Sachet
Ster,Sterol,D/Vitamin,D3/Cap
Sterd,Sterdispo/Seratiopeptidase,10mg,Tab
Steri-St,Steri-Strip
Stom,Stomdex/Dexlansoprazole,60mg,Cap
Stu,Stugeron/Cinnarizine,25mg,Tab
Suc,Sucrapil/Sucralfate,1g,SYP
Sucra,Sucra,Plus/,Sucralfate,Syp,1G
Suh,Suhagra/Sildenafil,100MG,Tab
suha,SUHAGRA,SILDENAFIL,50MG,TAB
Suhag,Suhagra-100(Sildenafil),100mg,Tab
Sulv,Sulvorid/Levosulpiride,50mg,Tab
Syr,Syringe/10ml/cc
Syri,Syringe/5ml/cc
Syrin,Syringe/60mlcc
Syring,Syringe/50ml/cc
syringe,Syringe,20
tada,TADACIP,TANDANAFIL,20ML,TAB
Tag,Tagipmet/Sitagliptin+Metformin,50/500mg,Tab
Tagip,Tagipmet(Sitagliptin+Metformin),50+1000mg,Tab
Tal,Taline/Sertraline,100mg,tab
Tali,Taline/Sertralin,50mg,Tab
Tam,Tamspas-d/Tamsulosin,Hy,0.4/Dutasteride,0.5,Tab
Tamm,Tammislin-D/Tamsulosin&Dutasteride,Tab
Tamo,Tamomide-40,/Combinde,Tab
Tan,Tanzo/Combined,4.5g,Vil
Tard,Tardocef(Ceftriaxone),1g,Vail
Tas,Tasmi(Telmisartan),40mg,Tab
tasm,tasmi/Telmisartan,80mg,Tab
Tasmi,Tasmi/Telmisartan,20mg,Tab
Ted,Tedaprox,500mg,Naproxen,Tab
Tegri,Tegrital(Carbamazepine),200mg,Tab
Ten,Tenormin/Atenolol,50mg,Tab
Testo,Testoviron,Depot/Testosterone,250mg,Amp,
Tetra,Tetrakim(Tetracycline),250,Cap
Tetrac,Tetracycline,Eye,Ointment
Thiro,ThiroAce(Thyroxine),100mg,Tab
ThiroA,ThiroAce(Thyroxine),50mg,Tab
Thyro,Thyrox(Thyroxine),100mg,Tab
Thyrox,Thyrox(Thyroxine),25mg,Tab
Thyroxi,Thyroxine/Levothyroxine,50mcg,Tab
Tiag,Tiagra,Gold/Combinde,Cap
tin,Tinidazol(Tinidazole),500mg,tab
Tini,Tinibact(Tinidazole),500mg,Tab
tiog,Tioget(Tiotropium),18mcg,Cap
Tom,Tomax/Topiramate,50mg,Tab
Toma,Tomax/Topiramate,25mg,Tab
Ton,Tonoflex-p/,Tramadol+Paracetamol
Tra,Transamin/Tranexamic,acid,250mg,Cap
Tram,Tramal/Tramadol,100mg,Inj
Tramal,Tramal(Tramadol),50mg,Cap
Trani,Tranexamic,Acid,5ml,Amp
Tre,trexate/Methotrexate,10mg,tab
Trevia,Treviamet(Sitagliptin+Metformin),50-1000mg,Tab
Tri,Triforge(Amlodipine+Valsartan,Hydro),10.160.12,Tab,
Tri-,Tri-VEE(Triamcinolone),40mg,Amp
Tuf,Tufcold/Combined,Cap
Txo,Txol-M/Flupentixol&Melitracen,0.5/10mg,Tab
Ubg,UBGLIB-M/Vildagliptin+Metformin,Tab,50/500
Urico,Uricon/Flavoxate,100mg,Tab
Urif,Uriflosin(Tamsulosin),0.4mg,Cap
Urig,Urigo/Febuxostat,40mg,Tab
Urima,Urimax(Tamsulosin),0.4,Cap
urine,ba,Urine,bag
uro,Urocran/cranberry/sach
Urocit,Urocit-K,potassium,citrate,1080mg
Urok,Urokit/Potassium,10mg,Tab
Urosis,Urosis,D(Tamsulosin+Dutasteride),0.4/0.5mg,Cap
V,Valmi(Amlodipine+Valsartan),10-160,Tab
Val,Valium/Diazepam,5mg,Tab
Vali,Valium/Diazepam,10mg,Tab
Valm,Valmi(Amlodipne+Valsartan),5-80mg,Tan
Valmi,Valmi(Amlodipine+Valsartan),5-160,Tab
vaz,Vazonidin(Clonidine),0.2mg,Tab
Ve,Vergo(Betahistine),8mg,Tab
Venlo,Venlor-XR(Venlafaxine),75mg,Cap
Vep,Vepridone/Risperidone,2mg,Tab
Vepar,Veparil(Verapamil),5mg,Amp
Ver,Vergo/Betahistine,16mg,Tab
Vera,Verazine/Levocetirizine,5mg,Tab
vic,vicast,D3,300000,Amp
Vico,Vitamin,D3,300000IU,Inj
Vigl,Viglip-M/Vildagliptin+Metformin,50/1000mg,Tab
Vigro,Vugrodit(Sildenafil),100mg,Tab
Vilac,Vildacoast-M,850,Tab
vit,B,Vitamin,B1,300mg,Tab
